it 3
acc3_100=[0.66304, 0.66176, 0.66336, 0.6656, 0.66368, 0.66592, 0.66816, 0.6672, 0.66432, 0.66624, 0.66688, 0.66784, 0.672, 0.66592, 0.66016, 0.65216, 0.64736, 0.65152, 0.64448, 0.63136]
acc3_90=[0.66016, 0.6624, 0.66624, 0.66912, 0.66624, 0.66336, 0.66976, 0.66848, 0.66688, 0.6656, 0.66752, 0.66976, 0.6688, 0.65952, 0.66048, 0.6528, 0.65536, 0.65344, 0.64672, 0.62592]
acc3_80=[0.65952, 0.66144, 0.65824, 0.66656, 0.664, 0.66816, 0.66688, 0.66816, 0.66848, 0.6688, 0.66784, 0.66496, 0.66784, 0.66464, 0.6576, 0.65824, 0.65536, 0.65024, 0.64704, 0.61824]
acc3_70=[0.6608, 0.6608, 0.66048, 0.66432, 0.66528, 0.6656, 0.66368, 0.66176, 0.66208, 0.66528, 0.664, 0.6608, 0.66208, 0.66144, 0.6624, 0.64992, 0.65376, 0.63744, 0.63616, 0.60992]
acc3_60=[0.66656, 0.6656, 0.6672, 0.66944, 0.66784, 0.66144, 0.66336, 0.66336, 0.66304, 0.66048, 0.66016, 0.664, 0.6624, 0.66848, 0.65856, 0.65408, 0.65312, 0.6416, 0.63424, 0.61696]
acc3_50=[0.66112, 0.66048, 0.66048, 0.65792, 0.65824, 0.6576, 0.65824, 0.65536, 0.66112, 0.66112, 0.65984, 0.65792, 0.65664, 0.6576, 0.65632, 0.64864, 0.64544, 0.63936, 0.63104, 0.61568]
acc3_40=[0.65088, 0.65056, 0.65088, 0.65088, 0.65056, 0.65504, 0.6528, 0.65408, 0.65184, 0.65696, 0.6544, 0.656, 0.6544, 0.64544, 0.63872, 0.63648, 0.63648, 0.62496, 0.62528, 0.61184]
acc3_30=[0.64064, 0.63904, 0.6416, 0.64384, 0.64928, 0.64224, 0.64512, 0.6448, 0.64416, 0.64608, 0.6448, 0.64352, 0.63744, 0.64096, 0.63616, 0.63296, 0.6288, 0.62464, 0.61792, 0.60224]
acc3_20=[0.608, 0.60448, 0.60384, 0.60416, 0.60576, 0.61088, 0.60544, 0.60672, 0.61056, 0.61504, 0.61344, 0.6128, 0.61216, 0.61216, 0.60512, 0.60544, 0.59872, 0.59328, 0.59168, 0.58176]
acc3_10=[0.5776, 0.576, 0.57728, 0.57664, 0.5776, 0.57664, 0.57536, 0.5744, 0.57376, 0.56576, 0.57312, 0.56864, 0.56832, 0.57184, 0.57664, 0.57344, 0.56544, 0.56384, 0.56736, 0.55264]

[acc3_100, acc3_90, acc3_80, acc3_70, acc3_60, acc3_50, acc3_40, acc3_30, acc3_20, acc3_10]
